Region,Date,Rainfall Deficit,SPI,SPEI,Drought Risk
Anuradapura AdministrativeArea2,2006-07-15,246.3079015,1.92321062,-0.641358074,Moderate Risk
Anuradapura AdministrativeArea4,2006-07-16,80.87613211,-1.964776712,0.732526956,High Risk
Anuradapura AdministrativeArea3,2006-07-17,70.67990026,0.656147426,0.406565335,Low Risk
Anuradapura AdministrativeArea4,2006-07-18,150.4725583,-0.291427139,-0.52140448,Moderate Risk
Anuradapura AdministrativeArea2,2006-07-19,271.8799798,-1.871038909,-1.552072187,High Risk
Anuradapura AdministrativeArea2,2006-07-20,263.8173799,0.275561856,-0.629539141,Moderate Risk
Anuradapura AdministrativeArea3,2006-07-21,189.9982273,-0.716708472,-1.82337764,Moderate Risk
Anuradapura AdministrativeArea3,2006-07-22,272.1934547,-0.771060804,0.323068904,Moderate Risk
Anuradapura AdministrativeArea4,2006-07-23,251.3358994,-2.027774406,-0.707938095,Moderate Risk
Anuradapura AdministrativeArea4,2006-07-24,119.484865,2.394264828,-0.480605966,Moderate Risk
Anuradapura AdministrativeArea4,2006-07-25,92.52657011,1.129799501,0.300352884,Low Risk
Anuradapura AdministrativeArea2,2006-07-26,125.2891252,-1.098328943,0.325151192,Moderate Risk
Anuradapura AdministrativeArea3,2006-07-27,106.7794696,2.087375786,0.353373246,High Risk
Anuradapura AdministrativeArea1,2006-07-28,205.6796982,2.240435982,-0.033635163,Moderate Risk
Anuradapura AdministrativeArea3,2006-07-29,196.2247782,1.551874217,-0.047510266,Moderate Risk
Anuradapura AdministrativeArea3,2006-07-30,199.6093459,0.796575821,1.284877777,Low Risk
Anuradapura AdministrativeArea3,2006-07-31,97.32588412,-0.618116901,-0.129782187,Moderate Risk
Anuradapura AdministrativeArea1,2006-08-01,247.9656813,-0.328267461,0.144120642,Moderate Risk
Anuradapura AdministrativeArea4,2006-08-02,158.4065209,-0.224943733,1.952919506,Moderate Risk
Anuradapura AdministrativeArea1,2006-08-03,168.1129801,2.243813275,-1.275799793,Moderate Risk
Anuradapura AdministrativeArea3,2006-08-04,299.2404616,1.300673023,0.905683931,Low Risk
Anuradapura AdministrativeArea3,2006-08-05,120.5679465,-1.039928483,-0.107251293,Moderate Risk
Anuradapura AdministrativeArea2,2006-08-06,148.534501,0.623202935,1.322166719,Low Risk
Anuradapura AdministrativeArea3,2006-08-07,219.115802,0.469502684,-0.38386975,Moderate Risk
Anuradapura AdministrativeArea1,2006-08-08,270.103255,1.560634997,-0.788042292,Moderate Risk
Anuradapura AdministrativeArea1,2006-08-09,81.69525167,-2.02345802,-1.168855221,Moderate Risk
Anuradapura AdministrativeArea1,2006-08-10,233.7614516,1.006357958,1.488948621,Low Risk
Anuradapura AdministrativeArea4,2006-08-11,279.5701315,-0.844150798,0.873313853,Moderate Risk
Anuradapura AdministrativeArea2,2006-08-12,155.7311534,-1.851839796,-1.692398193,High Risk
Anuradapura AdministrativeArea4,2006-08-13,121.6817307,1.158866655,0.853960945,Low Risk
Anuradapura AdministrativeArea1,2006-08-14,219.4342867,-0.841769881,-1.859937475,Moderate Risk
Anuradapura AdministrativeArea4,2006-08-15,111.5184128,1.150618718,-1.273494337,Moderate Risk
Anuradapura AdministrativeArea2,2006-08-16,146.0724366,-1.68781525,0.371190825,High Risk
Anuradapura AdministrativeArea2,2006-08-17,274.2283435,2.429639122,-0.145958671,Moderate Risk
Anuradapura AdministrativeArea2,2006-08-18,197.5831381,1.517040078,1.361934326,High Risk
Anuradapura AdministrativeArea2,2006-08-19,73.74431665,-1.05424107,0.431561513,Moderate Risk
Anuradapura AdministrativeArea1,2006-08-20,132.4243829,1.20262127,1.859898249,High Risk
Anuradapura AdministrativeArea3,2006-08-21,206.8162913,-1.821000621,1.420734189,High Risk
Anuradapura AdministrativeArea1,2006-08-22,170.3744093,0.767187261,-0.63913881,Moderate Risk
Anuradapura AdministrativeArea1,2006-08-23,215.0848292,-2.201815676,1.336603785,High Risk
Anuradapura AdministrativeArea1,2006-08-24,240.3603544,-0.833062701,1.479741169,Moderate Risk
Anuradapura AdministrativeArea1,2006-08-25,170.1537801,2.392312727,1.878899962,No Risk
Anuradapura AdministrativeArea4,2006-08-26,296.7379216,-1.895398129,-1.949748291,High Risk
Anuradapura AdministrativeArea2,2006-08-27,278.6684689,0.487120162,1.49897722,Low Risk
Anuradapura AdministrativeArea3,2006-08-28,64.97685152,-2.14697307,-1.720418737,High Risk
Anuradapura AdministrativeArea3,2006-08-29,116.6077844,0.847006058,0.112463498,Low Risk
Anuradapura AdministrativeArea3,2006-08-30,125.1358781,-1.106689235,-0.341345841,Moderate Risk
Anuradapura AdministrativeArea1,2006-08-31,96.07258917,-0.950121993,1.679526484,Moderate Risk
Anuradapura AdministrativeArea2,2006-09-01,128.0041258,-0.810987324,-0.37939264,Moderate Risk
Anuradapura AdministrativeArea2,2006-09-02,156.2051582,-1.474215927,0.384170695,Moderate Risk
Anuradapura AdministrativeArea3,2006-09-03,62.88774475,2.208286925,0.767514689,High Risk
Anuradapura AdministrativeArea3,2006-09-04,81.82505903,2.029159212,-1.923880974,High Risk
Anuradapura AdministrativeArea1,2006-09-05,74.0614697,1.85007615,0.363725015,High Risk
Anuradapura AdministrativeArea3,2006-09-06,61.57923479,-1.967772266,0.071967341,High Risk
Anuradapura AdministrativeArea1,2006-09-07,170.3742551,-1.332775807,0.376034558,Moderate Risk
Anuradapura AdministrativeArea3,2006-09-08,133.4507708,0.561129297,-1.697023768,High Risk
Anuradapura AdministrativeArea2,2006-09-09,283.8618074,2.351855007,-1.77776652,High Risk
Anuradapura AdministrativeArea2,2006-09-10,75.69013386,0.524086912,-1.28982265,Moderate Risk
Anuradapura AdministrativeArea2,2006-09-11,281.5088339,-0.864491192,1.478002703,Moderate Risk
Anuradapura AdministrativeArea4,2006-09-12,71.63640435,1.587020556,-0.574115727,Moderate Risk
Anuradapura AdministrativeArea3,2006-09-13,204.8043367,-1.822847251,-0.263869797,Moderate Risk
Anuradapura AdministrativeArea4,2006-09-14,111.9325843,1.908709417,-0.439334876,Moderate Risk
Anuradapura AdministrativeArea2,2006-09-15,256.7014116,2.373383951,0.85748052,High Risk
Anuradapura AdministrativeArea3,2006-09-16,65.36870676,2.33826327,-0.962097795,Moderate Risk
Anuradapura AdministrativeArea4,2006-09-17,288.1270389,-1.761517183,-1.726426592,High Risk
Anuradapura AdministrativeArea2,2006-09-18,61.81430008,0.248037534,-0.487300426,Moderate Risk
Anuradapura AdministrativeArea2,2006-09-19,110.2783171,0.424595148,0.911342141,Low Risk
Anuradapura AdministrativeArea3,2006-09-20,166.0461815,-1.525407048,1.659872125,High Risk
Anuradapura AdministrativeArea3,2006-09-21,239.0144716,0.233886736,-1.796713744,High Risk
Anuradapura AdministrativeArea1,2006-09-22,287.7781794,0.73268787,1.241984484,Low Risk
Anuradapura AdministrativeArea3,2006-09-23,157.0106078,-0.855191276,-1.73527938,Moderate Risk
Anuradapura AdministrativeArea2,2006-09-24,239.3275235,-0.921596167,-0.677357528,Moderate Risk
Anuradapura AdministrativeArea1,2006-09-25,231.7906386,-2.198807501,-1.910793888,High Risk
Anuradapura AdministrativeArea1,2006-09-26,192.7922238,2.2841278,1.646166796,No Risk
Anuradapura AdministrativeArea3,2006-09-27,222.729794,1.51807964,0.827155981,High Risk
Anuradapura AdministrativeArea2,2006-09-28,59.51667077,1.297245655,-0.523459072,Moderate Risk
Anuradapura AdministrativeArea4,2006-09-29,160.3943502,-2.3911054,-0.490173668,Moderate Risk
Anuradapura AdministrativeArea2,2006-09-30,246.4651735,0.621545523,0.559371454,Low Risk
Anuradapura AdministrativeArea2,2006-10-01,168.5552863,-1.596857323,-1.641406781,High Risk
Anuradapura AdministrativeArea3,2006-10-02,268.3761461,0.808587657,-1.419805475,Moderate Risk
Anuradapura AdministrativeArea4,2006-10-03,258.4094691,0.605777455,1.388896846,Low Risk
Anuradapura AdministrativeArea1,2006-10-04,265.8615075,1.759626788,-1.190747655,Moderate Risk
Anuradapura AdministrativeArea4,2006-10-05,82.49917141,-1.222829523,0.906665591,Moderate Risk
Anuradapura AdministrativeArea3,2006-10-06,111.0352811,-2.362691105,-1.096788389,Moderate Risk
Anuradapura AdministrativeArea2,2006-10-07,57.3993183,2.070554397,-1.647414731,High Risk
Anuradapura AdministrativeArea2,2006-10-08,295.7001817,2.043180142,1.600129453,No Risk
Anuradapura AdministrativeArea4,2006-10-09,109.0345349,-0.220702295,1.606691133,Moderate Risk
Anuradapura AdministrativeArea4,2006-10-10,141.7733336,-2.109559705,0.421247591,High Risk
Anuradapura AdministrativeArea3,2006-10-11,118.7316118,-0.010155056,-0.151864622,Moderate Risk
Anuradapura AdministrativeArea4,2006-10-12,59.94840571,0.120071104,0.21103969,Low Risk
Anuradapura AdministrativeArea3,2006-10-13,115.3145024,1.608627359,-0.367490293,Moderate Risk
Anuradapura AdministrativeArea1,2006-10-14,74.54891655,1.085507222,1.028698464,Low Risk
Anuradapura AdministrativeArea4,2006-10-15,148.5707716,-2.14597712,1.018242828,High Risk
Anuradapura AdministrativeArea2,2006-10-16,291.7060296,1.026688055,1.275918439,Low Risk
Anuradapura AdministrativeArea4,2006-10-17,224.565593,-1.821302657,0.091704317,High Risk
Anuradapura AdministrativeArea2,2006-10-18,226.7251975,-2.052639865,1.205367446,High Risk
Anuradapura AdministrativeArea1,2006-10-19,163.2939833,-0.506964343,-1.377125614,Moderate Risk
Anuradapura AdministrativeArea1,2006-10-20,252.8260027,-2.113181966,-1.87946108,High Risk
Anuradapura AdministrativeArea4,2006-10-21,277.0710417,1.646344969,0.592212194,High Risk
Anuradapura AdministrativeArea3,2006-10-22,290.3875015,-0.184354075,-1.578095928,Moderate Risk
Anuradapura AdministrativeArea2,2006-10-23,74.74755569,0.435018778,0.202679644,Low Risk
Anuradapura AdministrativeArea1,2006-10-24,269.9110022,0.384322618,0.88449982,Low Risk
Anuradapura AdministrativeArea4,2006-10-25,106.2707209,2.390548932,-0.371658295,Moderate Risk
Anuradapura AdministrativeArea1,2006-10-26,149.3167255,2.078912535,-1.824509151,High Risk
Anuradapura AdministrativeArea4,2006-10-27,136.3692987,1.745640294,1.548525601,No Risk
Anuradapura AdministrativeArea2,2006-10-28,218.78251,-0.583653865,-1.827019833,Moderate Risk
Anuradapura AdministrativeArea4,2006-10-29,199.4811351,-1.774501497,1.619010039,High Risk
Anuradapura AdministrativeArea2,2006-10-30,77.27621869,0.459335013,-1.789477648,High Risk
Anuradapura AdministrativeArea1,2006-10-31,245.7056574,-0.298419624,0.940637994,Moderate Risk
Anuradapura AdministrativeArea2,2006-11-01,159.9113505,-1.372366738,1.699387049,Moderate Risk
Anuradapura AdministrativeArea2,2006-11-02,50.55546083,-2.011539424,1.627921255,High Risk
Anuradapura AdministrativeArea3,2006-11-03,153.6258167,-0.319533513,1.573539631,Moderate Risk
Anuradapura AdministrativeArea1,2006-11-04,179.0828939,0.754338602,1.532314493,High Risk
Anuradapura AdministrativeArea2,2006-11-05,67.2186713,0.626949069,0.041638924,Low Risk
Anuradapura AdministrativeArea3,2006-11-06,87.78381485,1.369607199,0.230763345,Low Risk
Anuradapura AdministrativeArea3,2006-11-07,298.3930429,-0.167226865,0.478869893,Moderate Risk
Anuradapura AdministrativeArea2,2006-11-08,267.7988505,-0.891802124,1.583793595,Moderate Risk
Anuradapura AdministrativeArea4,2006-11-09,83.33185484,0.193502085,1.352641678,Low Risk
Anuradapura AdministrativeArea2,2006-11-10,195.0773499,2.375030299,1.131914268,High Risk
Anuradapura AdministrativeArea4,2006-11-11,144.8108243,-2.27454731,0.702896826,High Risk
Anuradapura AdministrativeArea2,2006-11-12,185.9351022,0.143329016,0.473534888,Low Risk
Anuradapura AdministrativeArea1,2006-11-13,167.6337984,-0.853677488,1.689867427,Moderate Risk
Anuradapura AdministrativeArea3,2006-11-14,62.03723126,-1.973248805,-1.229423251,Moderate Risk
Anuradapura AdministrativeArea2,2006-11-15,128.8550777,-0.32664717,-1.229099983,Moderate Risk
Anuradapura AdministrativeArea2,2006-11-16,81.38014551,0.70582065,1.929878116,High Risk
Anuradapura AdministrativeArea2,2006-11-17,172.2420231,0.140827836,0.212636132,Low Risk
Anuradapura AdministrativeArea4,2006-11-18,276.82918,-2.354117649,-0.066503465,Moderate Risk
Anuradapura AdministrativeArea1,2006-11-19,298.8831931,0.395587322,1.402381499,Low Risk
Anuradapura AdministrativeArea1,2006-11-20,286.0632671,-1.339987081,1.399071691,Moderate Risk
Anuradapura AdministrativeArea2,2006-11-21,296.4242812,-0.792617225,-1.293607935,Moderate Risk
Anuradapura AdministrativeArea3,2006-11-22,53.81157895,-0.938976284,-1.305710772,Moderate Risk
Anuradapura AdministrativeArea3,2006-11-23,232.3617446,1.792566539,1.18105906,High Risk
Anuradapura AdministrativeArea2,2006-11-24,118.2372025,-2.262134912,1.142529729,High Risk
Anuradapura AdministrativeArea4,2006-11-25,266.4044946,-0.76001624,-1.099253249,Moderate Risk
Anuradapura AdministrativeArea3,2006-11-26,253.4333727,-0.525918316,1.366040545,Moderate Risk
Anuradapura AdministrativeArea1,2006-11-27,155.918644,0.594171317,-0.079795479,Moderate Risk
Anuradapura AdministrativeArea3,2006-11-28,168.3151688,1.444824242,-0.120043541,Moderate Risk
Anuradapura AdministrativeArea3,2006-11-29,116.2729172,1.138325688,1.942774372,High Risk
Anuradapura AdministrativeArea2,2006-11-30,122.2010091,1.263110516,0.076858386,Low Risk
Anuradapura AdministrativeArea3,2006-12-01,295.2936058,-1.538064918,-1.451818486,Moderate Risk
Anuradapura AdministrativeArea2,2006-12-02,272.2132222,2.058686369,-0.879376718,Moderate Risk
Anuradapura AdministrativeArea1,2006-12-03,97.96724303,-0.429256603,-0.66527154,Moderate Risk
Anuradapura AdministrativeArea3,2006-12-04,118.8811695,-2.444454845,1.833867752,High Risk
Anuradapura AdministrativeArea2,2006-12-05,77.16199827,0.84048091,-0.943850463,Moderate Risk
Anuradapura AdministrativeArea2,2006-12-06,297.2176957,0.520013995,-0.278388243,Moderate Risk
Anuradapura AdministrativeArea1,2006-12-07,276.8024626,-1.870211825,0.998542198,High Risk
Anuradapura AdministrativeArea3,2006-12-08,188.0244967,2.299338027,-0.903614765,Moderate Risk
Anuradapura AdministrativeArea4,2006-12-09,223.223276,0.307822154,0.806568213,Low Risk
Anuradapura AdministrativeArea3,2006-12-10,236.9867349,-0.153680068,-1.169929615,Moderate Risk
Anuradapura AdministrativeArea2,2006-12-11,100.9528069,-0.50938889,-1.029930097,Moderate Risk
Anuradapura AdministrativeArea2,2006-12-12,283.6665843,-1.450743108,1.94532775,Moderate Risk
Anuradapura AdministrativeArea1,2006-12-13,181.6856784,2.264064046,-0.524222363,Moderate Risk
Anuradapura AdministrativeArea1,2006-12-14,73.11288438,1.010793195,0.918744462,Low Risk
Anuradapura AdministrativeArea4,2006-12-15,149.270652,0.338018745,1.360252388,Low Risk
Anuradapura AdministrativeArea4,2006-12-16,200.411639,0.656001009,-0.612590736,Moderate Risk
Anuradapura AdministrativeArea2,2006-12-17,138.2057979,1.702102292,-0.571321994,Moderate Risk
Anuradapura AdministrativeArea4,2006-12-18,224.8011069,0.678601405,1.092353842,Low Risk
Anuradapura AdministrativeArea4,2006-12-19,270.5124951,-1.927046355,0.428005377,High Risk
Anuradapura AdministrativeArea4,2006-12-20,242.9730311,0.986475794,-0.552992334,Moderate Risk
Anuradapura AdministrativeArea3,2006-12-21,210.664505,0.324346879,0.998264254,Low Risk
Anuradapura AdministrativeArea3,2006-12-22,178.0393704,2.331720538,1.454820026,High Risk
Anuradapura AdministrativeArea2,2006-12-23,113.6158714,1.168596073,-1.05984686,Moderate Risk
Anuradapura AdministrativeArea3,2006-12-24,163.7365412,-0.77998542,-1.902575464,Moderate Risk
Anuradapura AdministrativeArea4,2006-12-25,123.2382268,-1.823010743,-0.903411734,Moderate Risk
Anuradapura AdministrativeArea4,2006-12-26,283.5058453,-0.088597038,0.697958557,Moderate Risk
Anuradapura AdministrativeArea4,2006-12-27,276.8277892,0.896771404,1.661009007,High Risk
Anuradapura AdministrativeArea3,2006-12-28,88.95659583,-1.61362241,1.452257493,High Risk
Anuradapura AdministrativeArea1,2006-12-29,255.6550553,0.747221371,-1.111317604,Moderate Risk
Anuradapura AdministrativeArea4,2006-12-30,225.7286742,1.62805879,1.524000666,No Risk
Anuradapura AdministrativeArea4,2006-12-31,293.8029301,-1.714749108,1.242926881,High Risk
Anuradapura AdministrativeArea1,2007-01-01,165.8266422,1.028928518,0.9376038,Low Risk
Anuradapura AdministrativeArea1,2007-01-02,230.5435929,-2.158711832,0.752907515,High Risk
Anuradapura AdministrativeArea2,2007-01-03,179.47098,-2.460249586,1.228369967,High Risk
Anuradapura AdministrativeArea2,2007-01-04,67.35012417,-2.336826568,1.446918034,High Risk
Anuradapura AdministrativeArea3,2007-01-05,61.69118743,0.657522888,1.276445859,Low Risk
Anuradapura AdministrativeArea1,2007-01-06,80.52786072,2.366810263,-1.512606631,High Risk
Anuradapura AdministrativeArea2,2007-01-07,124.047766,1.356861261,0.888619077,Low Risk
Anuradapura AdministrativeArea4,2007-01-08,114.7782765,-1.2279537,1.365216883,Moderate Risk
Anuradapura AdministrativeArea2,2007-01-09,232.0816672,-2.141556567,-1.257175973,Moderate Risk
Anuradapura AdministrativeArea4,2007-01-10,228.9806837,0.583270645,-1.144809823,Moderate Risk
Anuradapura AdministrativeArea4,2007-01-11,292.848645,-2.483855574,1.143907898,High Risk
Anuradapura AdministrativeArea4,2007-01-12,127.5977064,1.462928121,-0.6242832,Moderate Risk
Anuradapura AdministrativeArea3,2007-01-13,284.6130209,-1.284397371,-0.40119598,Moderate Risk
Anuradapura AdministrativeArea1,2007-01-14,203.2126509,-1.00391462,-0.49136289,Moderate Risk
Anuradapura AdministrativeArea3,2007-01-15,173.8271777,-0.780105065,-1.148669997,Moderate Risk
Anuradapura AdministrativeArea2,2007-01-16,216.9603445,1.317764709,1.755177169,High Risk
Anuradapura AdministrativeArea2,2007-01-17,225.6888629,-1.171290642,1.223439876,Moderate Risk
Anuradapura AdministrativeArea1,2007-01-18,92.98225721,-1.077645531,-0.997843572,Moderate Risk
Anuradapura AdministrativeArea1,2007-01-19,237.9288759,0.204959691,-1.575651306,High Risk
Anuradapura AdministrativeArea2,2007-01-20,231.2931911,-0.184997357,-0.509559237,Moderate Risk
Anuradapura AdministrativeArea1,2007-01-21,299.383071,2.277848444,-0.338766297,Moderate Risk
Anuradapura AdministrativeArea1,2007-01-22,277.9869452,-1.18301709,-1.971631462,Moderate Risk
Anuradapura AdministrativeArea4,2007-01-23,221.1650579,-2.040543784,1.548608625,High Risk
Anuradapura AdministrativeArea3,2007-01-24,228.0909283,0.204907373,1.405135554,Low Risk
Anuradapura AdministrativeArea3,2007-01-25,286.4964085,-1.577402107,1.400653152,High Risk
Anuradapura AdministrativeArea3,2007-01-26,291.7945682,-0.431866499,1.223213016,Moderate Risk
Anuradapura AdministrativeArea4,2007-01-27,256.7412993,-1.564010282,0.932503699,High Risk
Anuradapura AdministrativeArea4,2007-01-28,241.8483864,1.904849444,0.538082783,High Risk
Anuradapura AdministrativeArea1,2007-01-29,77.84145584,-0.862751838,1.841157029,Moderate Risk
Anuradapura AdministrativeArea1,2007-01-30,257.5805479,1.374337527,0.846919665,Low Risk
Anuradapura AdministrativeArea4,2007-01-31,113.2989196,2.243016966,0.520980356,High Risk
Anuradapura AdministrativeArea4,2007-02-01,190.946074,2.202752901,1.155300352,High Risk
Anuradapura AdministrativeArea2,2007-02-02,151.3431176,0.124005483,-1.014934701,Moderate Risk
Anuradapura AdministrativeArea4,2007-02-03,136.4018252,2.416275532,1.868582144,No Risk
Anuradapura AdministrativeArea4,2007-02-04,127.5625004,0.779686092,-1.923352093,High Risk
Anuradapura AdministrativeArea3,2007-02-05,263.8567702,-1.857555316,0.593619882,High Risk
